Contract,tenure,MonthlyCharges,TechSupport,TotalCharges,InternetService,Partner,OnlineSecurity,Dependents,PaymentMethod,DeviceProtection,StreamingTV,OnlineBackup,PhoneService,Churn
2,62,89.1,0,5411.65,1,1,0,1,1,2,2,0,1,0
0,1,19.65,1,19.65,2,0,1,0,3,1,1,1,1,1
0,3,44.75,0,148.05,0,0,0,0,3,0,0,0,1,0
1,41,101.6,0,3930.55,1,1,2,1,0,2,0,2,1,0
2,67,103.15,2,6895.5,1,1,0,1,0,2,2,2,1,0
0,1,84.65,0,84.65,1,0,0,0,3,0,2,0,1,1
1,71,95.65,0,6856.95,1,1,2,0,3,0,2,2,1,0
1,37,75.1,0,2658.8,0,1,2,1,0,0,2,2,1,0
2,60,61.35,2,3766.2,0,1,2,0,3,0,0,2,1,0
0,1,69.55,0,69.55,1,1,0,0,2,0,0,0,1,1
0,6,19.7,1,129.55,2,0,1,0,1,1,1,1,1,0
0,13,31.05,0,347.25,0,0,0,0,2,0,0,2,0,1
0,11,51.0,0,581.7,0,1,2,1,0,0,0,0,1,0
0,7,51.0,0,354.05,0,0,2,0,3,0,0,0,1,1
2,34,20.05,1,679.0,2,1,1,0,1,1,1,1,1,0
2,62,65.1,2,3846.75,0,0,2,0,3,0,0,0,1,0
1,64,70.15,2,4480.7,0,1,0,0,3,0,0,2,1,0
0,1,44.35,0,44.35,0,1,0,1,0,0,0,0,1,1
2,25,20.75,1,499.4,2,0,1,0,3,1,1,1,1,0
1,26,56.05,0,1553.2,0,0,0,0,3,2,0,2,1,0
1,10,19.95,1,219.5,2,0,1,1,0,1,1,1,1,0
1,53,98.6,0,5311.85,1,0,2,0,3,2,2,2,1,0
0,7,79.7,0,586.05,1,0,0,0,2,0,2,0,1,1
0,33,79.0,0,2576.8,1,0,0,0,1,2,0,2,1,0
2,71,89.45,0,6435.25,1,1,0,0,1,2,0,2,1,0
0,29,74.2,0,1993.25,1,0,0,0,2,0,0,0,1,0
0,24,81.0,2,1923.85,0,1,2,1,0,0,2,0,1,0
0,5,84.85,0,415.55,1,0,0,0,3,2,2,0,1,1
2,72,84.2,2,5986.55,0,1,2,1,0,2,2,0,1,0
2,52,106.3,2,5487.0,1,1,2,0,2,2,2,2,1,0
0,9,69.05,0,651.5,1,0,0,0,2,0,0,0,1,0
0,1,45.4,0,45.4,0,0,0,0,3,0,0,0,1,0
0,1,73.65,0,73.65,1,0,0,0,2,0,0,0,1,1
0,55,77.75,0,4458.15,1,1,0,0,2,2,0,0,1,1
2,69,99.35,2,6856.45,1,1,0,1,2,0,2,0,1,0
0,1,50.75,0,50.75,0,0,2,0,3,0,0,0,1,0
2,54,87.1,2,4735.2,0,0,2,0,0,2,2,0,1,0
1,33,20.15,1,682.15,2,0,1,1,3,1,1,1,1,0
1,45,98.7,2,4525.8,1,1,0,0,0,2,2,2,1,0
0,11,25.2,0,321.05,0,0,0,1,2,0,0,0,0,0
0,6,55.7,0,335.65,0,0,2,0,0,0,0,2,1,0
0,21,65.35,0,1424.4,0,0,2,0,0,2,2,0,1,0
2,65,25.3,1,1748.55,2,1,1,1,0,1,1,1,1,0
0,6,84.35,0,474.9,1,1,0,0,2,0,0,0,1,1
0,8,84.95,0,668.4,1,0,2,0,2,0,2,0,1,1
0,11,73.85,2,926.25,1,0,0,0,2,0,0,0,1,1
2,43,24.25,1,1077.95,2,1,1,1,3,1,1,1,1,0
0,1,46.0,0,46.0,0,1,0,0,2,0,0,0,1,1
2,60,60.5,0,3694.45,0,1,2,1,0,2,0,2,1,0
0,17,25.1,0,382.8,0,0,0,0,1,0,0,0,0,0
0,16,71.8,0,1167.8,1,1,0,0,0,0,0,0,1,1
1,35,20.05,1,746.75,2,1,1,1,0,1,1,1,1,0
1,44,88.4,0,3912.9,1,1,0,0,3,0,0,2,1,1
1,12,30.25,2,368.85,0,1,0,1,1,0,0,0,0,0
0,1,20.2,1,20.2,2,0,1,0,3,1,1,1,1,0
1,28,59.9,2,1654.7,0,0,2,0,2,0,0,2,1,0
2,70,25.15,1,1940.85,2,1,1,0,0,1,1,1,1,0
0,5,46.0,0,221.7,0,0,0,1,3,0,0,0,1,1
0,18,101.3,0,1794.65,1,0,0,0,1,2,2,2,1,0
2,70,76.95,2,5289.8,0,1,2,0,1,0,2,0,1,0
0,9,55.3,0,501.2,0,1,0,1,3,0,0,2,1,0
2,67,92.45,2,6140.85,1,0,2,0,0,0,2,2,1,0
0,1,48.45,0,48.45,0,0,2,0,0,0,0,0,1,0
2,18,19.35,1,309.25,2,1,1,1,3,1,1,1,1,0
0,4,51.75,0,201.1,0,0,0,0,1,0,0,0,1,1
1,71,86.7,0,6179.35,1,1,2,1,0,2,0,2,1,0
0,30,94.4,0,2838.7,1,1,2,1,2,0,2,2,1,1
0,1,55.7,0,55.7,0,1,2,0,3,2,0,0,1,0
1,55,84.25,0,4589.85,1,0,2,0,1,2,0,0,1,0
0,59,64.65,2,3735.45,0,0,0,0,2,2,2,0,1,0
0,1,70.15,0,70.15,1,0,0,0,3,0,0,0,1,1
0,7,69.2,0,477.55,1,1,0,0,0,0,0,0,1,0
2,45,54.65,2,2553.7,0,1,2,1,0,0,0,0,1,0
1,51,23.95,1,1216.35,2,1,1,1,3,1,1,1,1,0
1,72,105.0,0,7578.05,1,1,0,0,1,2,2,2,1,0
1,44,59.85,2,2603.95,0,1,2,0,0,0,0,2,1,0
0,2,20.05,1,42.7,2,0,1,0,3,1,1,1,1,0
1,66,92.15,0,6056.9,1,0,0,0,0,2,2,0,1,0
1,68,44.8,0,2983.65,0,1,2,1,3,0,2,2,0,0
2,31,20.9,1,689.35,2,0,1,0,1,1,1,1,1,0
0,21,95.4,0,2025.1,1,0,0,0,0,0,2,0,1,0
0,21,80.35,0,1747.2,1,0,2,1,2,0,0,0,1,0
2,55,85.1,2,4657.95,0,1,2,1,0,2,2,0,1,0
0,9,34.7,0,296.1,0,0,0,0,1,0,2,0,0,1
2,71,115.05,2,8016.6,1,1,2,0,0,2,2,2,1,0
0,1,81.1,0,81.1,1,0,0,0,2,0,0,0,1,1
1,22,19.95,1,433.5,2,1,1,1,3,1,1,1,1,0
0,1,20.55,1,20.55,2,1,1,1,3,1,1,1,1,1
2,61,106.6,2,6428.4,1,0,0,0,2,2,2,0,1,1
2,67,86.15,2,5883.85,0,1,0,0,0,2,2,2,1,0
0,14,78.85,0,1043.8,1,0,2,0,2,0,0,2,1,0
0,21,86.55,0,1857.25,1,1,0,0,0,2,2,0,1,0
0,4,42.4,2,146.4,0,0,2,0,3,0,0,2,0,0
2,70,24.25,1,1724.15,2,1,1,0,0,1,1,1,1,0
0,3,97.9,2,315.3,1,0,0,0,2,0,2,2,1,1
1,21,20.5,1,429.55,2,0,1,0,0,1,1,1,1,0
0,20,19.6,1,356.15,2,0,1,0,1,1,1,1,1,0
1,22,20.25,1,488.25,2,1,1,1,0,1,1,1,1,0
2,63,20.6,1,1298.7,2,0,1,0,3,1,1,1,1,0
2,70,19.8,1,1378.75,2,1,1,1,0,1,1,1,1,0
0,13,79.8,0,973.45,1,0,0,0,2,2,0,2,1,1
2,72,116.4,2,8543.25,1,1,2,1,1,2,2,2,1,0
0,13,31.65,0,389.95,0,0,0,0,2,0,0,2,0,0
0,61,94.15,2,5731.85,1,1,0,0,1,2,0,2,1,0
0,1,20.65,1,20.65,2,0,1,0,2,1,1,1,1,0
0,56,76.85,2,4275.75,1,1,0,0,0,0,0,0,1,0
0,4,20.15,1,84.5,2,0,1,0,3,1,1,1,1,0
2,35,55.25,0,1924.1,0,0,2,0,3,0,0,0,1,0
2,72,82.15,0,5784.3,0,1,0,0,0,2,2,2,1,0
1,49,103.0,2,5166.2,1,0,2,0,0,2,0,2,1,0
0,3,83.9,2,267.4,1,1,0,0,3,0,2,0,1,1
0,37,95.15,0,3532.85,1,1,0,1,2,2,0,2,1,0
1,61,79.8,0,4914.8,0,1,0,0,2,2,2,2,1,0
2,70,74.8,2,5315.8,0,1,2,0,1,2,0,0,1,0
0,1,69.85,0,69.85,1,0,0,0,2,0,0,0,1,1
0,41,20.45,1,775.6,2,0,1,0,2,1,1,1,1,0
1,70,78.35,2,5445.95,0,1,2,1,0,2,0,2,1,0
0,1,53.55,0,53.55,0,0,0,0,3,0,2,0,1,1
1,51,19.1,1,1007.8,2,0,1,0,2,1,1,1,1,0
2,42,20.0,1,833.55,2,1,1,1,3,1,1,1,1,0
2,70,93.9,2,6579.05,1,1,2,1,0,2,0,2,1,1
1,48,19.95,1,1004.5,2,0,1,0,0,1,1,1,1,0
2,68,113.15,2,7856.0,1,1,2,1,2,2,2,2,1,1
2,48,24.0,1,1183.05,2,0,1,0,1,1,1,1,1,0
0,26,84.95,0,2169.75,1,1,0,0,2,0,0,2,1,1
0,11,80.5,0,896.9,1,1,0,0,0,0,0,2,1,1
0,1,19.3,1,19.3,2,0,1,0,3,1,1,1,1,1
1,27,19.15,1,501.35,2,0,1,0,3,1,1,1,1,0
0,1,49.65,0,49.65,0,0,0,0,3,2,0,0,1,1
0,25,19.15,1,477.6,2,1,1,1,3,1,1,1,1,0
0,4,88.45,0,370.65,1,0,0,0,2,0,2,0,1,1
2,13,19.75,1,265.75,2,0,1,0,3,1,1,1,1,0
1,31,75.5,2,2424.45,0,1,2,0,1,2,0,2,1,0
0,23,83.75,0,1849.95,1,1,0,1,2,0,2,0,1,0
0,2,19.4,1,61.05,2,0,1,0,3,1,1,1,1,0
2,65,26.5,1,1698.55,2,0,1,0,0,1,1,1,1,0
0,22,90.5,2,1910.6,1,0,0,0,0,0,2,0,1,1
1,55,19.15,1,998.1,2,1,1,1,1,1,1,1,1,0
0,9,94.85,2,890.6,1,1,0,0,3,2,2,2,1,1
0,7,69.95,0,529.5,1,1,0,1,0,0,0,0,1,1
1,35,40.9,2,1383.6,0,1,0,1,3,0,2,0,0,0
2,6,80.25,2,493.4,0,0,2,0,3,2,2,0,1,0
0,1,48.6,0,48.6,0,0,2,0,1,0,0,0,1,1
0,10,60.2,0,563.5,0,1,0,1,3,2,2,0,1,0
1,15,55.2,2,864.55,0,0,0,1,1,2,0,0,1,0
0,40,55.8,0,2109.35,0,0,2,0,2,0,2,2,0,1
1,13,54.15,2,701.05,0,1,2,1,0,0,0,0,1,0
0,29,80.15,0,2265.25,1,1,0,0,0,0,0,2,1,1
0,3,75.5,0,220.6,1,0,0,0,2,0,0,0,1,1
0,58,100.4,2,5749.8,1,1,0,0,0,0,2,0,1,0
1,45,62.55,2,2796.45,0,0,2,0,1,0,0,2,1,0
2,72,70.45,2,5165.7,0,1,2,1,0,2,0,2,1,0
1,68,85.5,0,5696.6,1,1,2,1,0,0,0,2,1,0
0,1,20.2,1,20.2,2,0,1,0,0,1,1,1,1,1
0,38,54.5,0,2076.05,0,1,2,1,2,0,0,2,1,0
0,2,20.75,1,44.2,2,0,1,0,3,1,1,1,1,0
1,20,91.0,0,1859.5,1,1,0,0,0,0,2,0,1,0
2,72,104.8,0,7470.1,1,1,0,0,0,2,2,2,1,0
0,3,74.75,0,229.5,1,1,0,0,1,0,0,0,1,1
0,23,104.05,2,2470.1,1,0,0,0,3,2,2,0,1,1
0,62,89.8,0,5629.55,1,1,0,0,0,0,0,2,1,0
0,22,20.55,1,469.85,2,0,1,1,2,1,1,1,1,0
0,11,64.05,0,733.95,0,0,2,0,0,2,0,0,1,0
0,7,74.85,0,485.25,1,1,0,0,2,0,0,0,1,0
0,13,96.65,0,1244.5,1,0,2,0,2,0,2,2,1,1
0,1,20.05,1,20.05,2,0,1,0,3,1,1,1,1,1
0,3,25.0,0,78.25,0,1,0,0,3,0,0,0,0,0
2,58,20.3,1,1131.5,2,0,1,0,1,1,1,1,1,0
0,6,26.35,1,184.05,2,0,1,1,3,1,1,1,1,0
0,9,33.95524104359442,0,298.2877294344414,0,0,0,0,2,0,0,0,0,1
0,1,79.72418929958737,0,79.72418929958737,1,0,0,1,2,0,0,0,1,1
0,7,74.31033905506611,1,520.744164724355,0,0,0,0,2,0,1,0,1,1
0,15,76.5135881321118,0,1281.180547866432,1,0,0,0,0,0,0,0,1,1
0,1,79.3418297437443,0,79.3418297437443,1,0,0,0,2,0,0,0,1,1
0,44,75.74901015463489,0,3295.1890407181468,1,1,0,0,0,0,0,0,1,1
0,2,79.28428718179885,0,164.54697962119104,1,0,0,0,0,2,0,1,1,1
1,65,106.11843093907939,0,6980.819660222135,1,1,1,0,1,2,2,0,1,1
0,16,49.9387435347968,1,810.1970100014305,0,1,0,0,1,0,1,0,0,1
0,39,84.82107277668366,2,3301.191425901926,1,0,0,0,1,2,0,0,1,1
0,2,53.87282581577868,0,108.0598380276742,0,0,2,0,3,0,0,2,1,1
0,46,103.48707138522923,1,4823.12911068735,1,1,1,0,2,1,2,0,1,1
0,1,79.08061301755059,0,79.08061301755059,1,0,0,0,2,0,2,0,1,1
0,7,79.04478495098533,0,545.589160973632,1,0,0,0,2,1,0,0,1,1
0,6,88.50227008821655,0,580.0847325121124,1,0,0,0,2,0,2,0,1,1
0,34,86.11974539624975,0,2873.421093367808,1,1,0,0,2,1,1,0,1,1
0,10,48.29347337733584,0,487.88285232908817,0,0,0,0,2,0,0,0,1,1
0,45,105.2067879115031,1,4708.519440836561,1,1,0,0,0,2,2,1,1,1
0,22,95.09874892948916,0,2110.500078398412,1,0,0,0,1,0,2,0,1,1
0,33,71.8927174718786,0,2413.803759006198,1,0,0,0,1,0,0,0,1,1
0,18,81.36314459567016,0,1455.192350883344,1,0,0,0,2,0,0,1,1,1
0,27,82.68003676347631,0,2256.3144769068963,0,0,0,0,0,1,1,2,1,1
0,15,37.56105777586928,0,487.7003122916455,0,0,0,0,2,0,0,0,0,1
0,23,89.86783421617501,0,2171.1935682462613,1,0,2,0,0,0,1,0,1,1
0,29,103.69172481767106,0,3154.7418988826616,1,0,0,0,2,1,2,1,1,1
0,4,89.44595297185155,1,361.2434271057178,1,0,0,0,2,0,0,1,1,1
0,9,85.35,0,754.6727467089676,1,0,0,0,0,0,2,0,1,1
0,10,70.20262425102992,0,738.7842544938205,1,0,0,0,2,0,0,0,1,1
0,2,27.98104617215587,1,72.43010772336241,0,0,0,0,0,0,0,0,0,1
0,2,27.488375707592294,0,58.95942590374138,0,0,0,0,2,0,0,0,0,1
0,24,50.95085084922663,0,1219.4903038803077,0,0,1,0,0,0,0,0,0,1
0,6,75.32610646208614,0,471.4355810127035,1,1,0,0,2,0,0,0,1,1
0,5,93.35914464164229,0,485.8868997040554,1,0,0,0,0,1,2,0,1,1
0,19,76.42926633122963,0,1463.4881227934563,1,1,0,0,1,0,0,1,1,1
0,21,58.172116386637754,0,1204.3906461547676,0,0,1,0,0,0,0,0,1,1
0,16,94.19092831096846,0,1551.968232038337,1,0,0,0,1,2,0,1,1,1
0,48,59.793917554261064,0,2931.525874489176,0,0,2,0,1,0,0,1,1,1
0,47,103.84482434750994,0,4873.3818958055535,1,0,0,0,2,2,2,0,1,1
0,40,66.34185442530736,0,2449.5259892068634,0,1,0,0,1,1,0,0,0,1
0,18,87.17007566427404,1,1604.987603058596,1,0,0,0,2,0,0,0,1,1
0,1,24.707301191239885,0,24.707301191239885,0,0,0,0,2,0,0,0,0,1
0,67,100.10433355470028,0,6847.618342662368,1,1,0,0,1,0,2,1,1,1
0,1,50.59427546445914,0,50.59427546445914,0,0,0,0,2,0,0,0,1,1
0,34,85.6410394752256,1,2917.902580433161,1,0,0,0,1,0,0,1,1,1
0,26,32.83975738607107,0,854.1431802225476,0,0,0,0,0,0,1,0,0,1
0,6,104.12102659445497,1,670.8377140085685,1,0,0,0,1,1,1,2,1,1
0,5,90.04793986656956,1,459.14753420225986,1,0,0,0,2,0,0,1,1,1
0,10,75.91400887694284,0,792.5056897353908,1,0,1,0,2,0,0,0,1,1
0,9,34.3268820373815,0,297.19603401519186,0,0,0,0,1,0,1,0,0,1
0,2,91.88996064738491,0,167.9255335649554,1,0,0,0,2,0,2,0,1,1
0,20,86.38410012618996,0,1763.989260775345,1,0,0,0,2,1,1,0,1,1
0,18,72.55438767788246,0,1318.150550827584,0,0,0,0,2,1,0,0,1,1
0,1,54.63221692241517,0,54.63221692241517,0,0,2,0,2,0,0,1,1,1
0,7,73.83888092398873,0,511.6391676603943,1,0,0,0,2,0,0,0,1,1
0,18,73.3358327409389,0,1441.2969118929045,1,0,1,0,2,0,0,0,1,1
0,15,68.14836576227657,0,994.7510555035791,0,0,0,0,0,0,0,0,1,1
0,32,84.96672335009617,0,2642.1592835434344,1,1,0,0,1,0,0,0,1,1
0,3,42.507222350504776,0,130.40212104218847,0,0,0,0,2,1,0,0,0,1
0,6,85.47711212395758,0,524.2647708828752,1,0,0,0,2,0,1,2,1,1
0,1,91.43216947376607,1,91.43216947376607,1,0,0,0,2,0,2,1,1,1
0,23,76.5112229757439,1,1740.8310085281428,0,1,2,0,2,0,1,0,0,1
0,1,45.70301336951448,0,45.70301336951448,0,0,0,0,2,0,0,0,1,1
0,10,78.95496212062481,0,793.9499402364863,1,0,0,0,2,0,0,0,1,1
0,4,43.33268729091201,0,209.29076584795553,0,0,0,0,2,1,0,0,0,1
0,2,45.134786875732615,0,98.2920873016791,0,0,0,0,2,0,0,0,1,1
0,31,93.20823629711316,1,2868.288938054724,1,0,0,0,2,0,2,0,1,1
0,26,86.83901089051544,0,2274.4659705602658,1,0,0,0,1,0,1,2,1,1
0,14,62.17887481763699,0,940.0029448431333,0,0,1,0,0,0,1,0,1,1
0,21,55.95699576871307,0,1211.521608371981,0,0,1,0,0,0,0,0,1,1
0,57,99.85229849767892,0,5809.0643148660965,1,1,0,0,1,2,2,0,1,1
0,25,100.55010014807348,0,2497.895606087229,1,0,0,0,2,2,0,2,1,1
0,1,40.78627310191941,0,40.78627310191941,0,0,0,0,2,2,0,0,0,1
0,5,87.79666216689083,0,493.38057148142684,1,0,0,0,2,1,0,0,1,1
0,1,35.79257739886652,0,35.79257739886652,0,0,0,0,2,0,1,0,0,1
0,22,97.80412720297082,0,2086.235119208839,1,0,0,0,2,0,2,0,1,1
0,24,89.97103125786451,0,2280.523609402526,1,0,0,0,1,0,2,2,1,1
0,4,43.99350516935538,1,219.07922596066902,0,0,2,0,2,1,0,1,0,1
0,17,71.49595356468483,0,1217.555239913496,1,1,0,0,0,0,0,0,1,1
0,22,103.46931235749744,2,2326.771873526303,1,1,1,0,2,0,2,0,1,1
0,1,90.71371233046088,0,90.71371233046088,1,0,0,0,2,0,2,0,1,1
0,1,45.673741830816645,0,45.673741830816645,0,0,0,0,2,0,0,0,1,1
0,16,82.890339836961,0,1281.9310519624883,1,0,0,0,1,0,1,0,1,1
0,41,99.82137538461895,0,4254.196626922226,1,0,0,0,2,1,2,0,1,1
0,3,78.44277284228029,0,226.51780815538575,1,0,0,0,2,0,0,0,1,1
0,42,101.30101512852261,0,4257.568763688885,1,0,0,0,2,0,2,1,1,1
1,58,109.33878062571274,0,6144.598195062192,1,0,2,0,0,2,2,2,1,1
0,1,89.46269664739881,0,89.46269664739881,1,0,0,0,2,0,2,0,1,1
0,1,69.59782937335726,0,69.59782937335726,1,0,0,0,2,0,0,0,1,1
0,1,74.85828784389851,0,74.85828784389851,1,0,0,0,2,0,0,0,1,1
0,40,104.6299116977233,1,4131.033953000595,1,0,0,0,0,1,2,0,1,1
0,1,75.36177300216096,0,75.36177300216096,1,0,0,0,2,0,0,2,1,1
0,7,98.34594429713395,0,666.091879549035,1,0,0,0,2,1,2,0,1,1
0,1,54.396317414660636,0,54.396317414660636,0,0,0,0,2,1,0,0,1,1
0,8,49.76134928848853,0,415.9052991448085,0,0,0,0,2,1,0,0,0,1
0,23,74.60777348841691,0,1769.1417788972244,1,0,0,0,2,0,0,0,1,1
0,4,97.90478783422085,0,421.85333079738325,1,0,0,0,2,0,2,1,1,1
0,2,85.97393434160631,0,179.85087971545877,1,0,0,0,2,1,0,0,1,1
0,1,35.49804160913999,0,35.49804160913999,0,0,0,0,2,0,0,0,0,1
0,2,80.65002312339801,0,159.95488322684002,1,0,0,0,2,0,0,0,1,1
0,1,24.92369748275595,0,24.92369748275595,0,0,0,0,0,0,0,0,0,1
0,3,48.8235248697429,0,169.60675393769307,0,0,0,0,2,1,0,0,0,1
0,1,50.604868621189034,0,50.604868621189034,0,0,0,0,2,0,0,2,1,1
0,16,86.74162930139566,1,1449.5068599173087,1,0,0,0,1,0,0,0,1,1
0,3,24.274378751825232,0,58.891130715925684,0,0,0,0,2,0,0,0,0,1
0,2,70.69575704781074,0,138.41611207901363,1,0,0,0,2,0,0,0,1,1
0,11,39.72689443342527,0,368.52542840134134,0,0,1,0,2,0,0,0,1,1
0,7,73.85986561090986,0,544.7678587446613,1,0,0,0,2,0,0,0,1,1
0,21,81.80831282079065,0,1726.3001332779493,1,0,0,0,2,0,1,0,1,1
0,1,90.71446969637883,0,90.71446969637883,1,0,0,0,1,0,0,1,1,1
0,27,75.84087956337125,0,2071.952287706834,1,0,1,0,0,0,0,0,1,1
0,3,44.48418837853907,0,132.55286571258694,0,0,0,0,2,0,0,0,1,1
0,66,95.14577695024927,1,6333.4716500591385,1,1,1,1,1,0,0,0,1,1
0,34,107.09775231031317,0,3557.4861124034496,1,0,0,0,2,2,2,2,1,1
0,7,81.11435718332802,0,577.5401453663375,1,0,0,0,2,0,1,0,1,1
0,6,75.10447376930081,0,469.9831990418591,1,0,0,0,1,0,0,0,1,1
0,4,21.81791684818261,0,80.75805934596627,1,0,0,0,2,0,0,0,0,1
0,12,97.46181483640592,0,1163.1863232893681,1,0,0,0,2,2,2,0,1,1
0,1,45.9218188008189,0,45.9218188008189,0,0,0,0,2,0,0,0,1,1
0,1,24.547238167593086,0,24.547238167593086,0,0,0,0,2,0,0,0,0,1
0,2,49.50064662822817,0,110.65135010029778,0,0,0,0,2,0,0,1,1,1
1,70,108.71909117790484,2,7692.283289835664,1,0,0,0,0,2,2,2,1,1
0,30,77.60832908825115,0,2302.0197124125716,1,0,0,0,2,0,0,0,1,1
0,3,82.14950890874987,0,245.6647516810475,1,0,0,0,2,0,2,1,1,1
0,3,66.6859280469506,1,229.55,0,0,0,0,1,0,0,0,1,1
0,37,86.20403417805707,0,3185.094251444029,0,0,2,0,1,0,2,0,1,1
1,58,98.17719274367043,1,5726.882472083931,1,1,0,0,2,1,2,0,1,1
0,12,82.59310413821109,0,914.5471365576315,1,0,0,1,2,1,0,1,1,1
0,5,89.39809203463795,1,461.7096184069276,1,0,0,0,1,0,0,1,1,1
0,1,19.487160571054588,1,19.487160571054588,2,0,1,0,3,1,1,1,1,1
0,1,69.4875342103695,0,69.4875342103695,1,1,0,0,2,0,0,0,1,1
0,1,75.40029128483667,0,75.40029128483667,1,0,0,0,2,0,0,2,1,1
0,1,85.26080654149679,0,85.26080654149679,1,0,0,0,1,0,0,0,1,1
0,1,94.30157673321578,0,94.30157673321578,1,0,0,0,2,0,2,0,1,1
0,2,103.21268043361465,1,242.61336448287588,1,0,0,0,2,1,2,0,1,1
0,1,69.32858543760089,0,69.32858543760089,1,0,0,0,2,0,0,0,1,1
0,2,19.934647300268708,1,36.19626555094047,2,0,1,0,3,1,1,1,1,1
0,1,19.871219901292186,1,19.871219901292186,2,0,1,1,3,1,1,1,1,1
0,31,79.49992094218656,0,2413.5588130504316,1,0,0,0,2,0,0,0,1,1
0,8,84.84800461899786,0,667.0967256871947,1,0,1,0,1,0,1,0,1,1
0,3,83.385524825583,0,246.8889960177203,1,0,0,0,2,0,2,1,1,1
0,51,105.62728662046091,0,5550.24164536591,1,0,0,0,2,0,2,2,1,1
0,11,82.03468218978146,0,858.4681555009952,1,0,1,0,0,1,0,0,1,1
0,1,45.37985739687105,0,45.37985739687105,0,0,0,0,3,0,0,0,1,1
0,3,78.4300948600717,0,244.03066298293734,1,0,0,0,2,0,1,0,1,1
0,22,79.28100178719068,0,1736.053852258904,0,0,0,0,2,0,0,1,1,1
0,2,68.80609490507375,0,119.37824517144053,1,0,0,0,2,0,0,0,1,1
0,10,68.29529592091237,0,740.3736337707589,0,0,0,0,2,0,0,0,1,1
0,53,75.66232386592868,0,3922.5110785884767,0,0,1,0,0,0,1,0,1,1
0,15,76.93658125202967,0,1216.1843938782138,1,0,0,0,1,0,0,1,1,1
0,3,19.73389739103964,1,58.678820871682895,2,0,1,0,3,1,1,1,1,1
1,58,103.17586291944777,0,6017.875634592985,1,0,0,0,0,1,1,2,1,1
0,41,101.0905864202063,0,4268.665024536369,1,0,0,0,2,0,2,1,1,1
0,15,94.83260997762073,0,1428.1025338431255,1,0,1,0,1,0,2,2,1,1
0,7,73.20139477056465,0,528.3309591836172,1,1,0,0,2,0,0,0,1,1
0,3,95.2841992796411,0,292.7928647745293,1,0,0,0,2,0,2,0,1,1
1,61,77.77454074747956,1,4755.898211979726,0,1,2,0,0,2,0,0,1,1
0,3,71.0779738050774,0,272.9025381543624,1,0,0,0,0,0,0,0,1,1
0,1,80.08506058847153,0,80.08506058847153,1,0,0,0,2,0,2,0,1,1
0,1,69.86900048908207,0,69.86900048908207,1,0,0,0,2,0,0,0,1,1
0,52,96.6584031979315,0,5003.756526289265,1,1,0,0,0,2,2,0,1,1
0,1,80.50166177517664,0,80.50166177517664,1,1,0,0,2,0,2,0,1,1
1,57,99.51384627785687,0,5638.712221797807,1,0,1,0,0,1,2,0,1,1
0,13,93.27467256324275,0,1130.2094568535265,1,0,0,0,2,0,2,0,1,1
0,1,80.05213572863585,0,80.05213572863585,1,0,0,0,1,0,0,0,1,1
0,1,19.399736758673082,1,19.399736758673082,2,0,1,0,2,1,1,1,1,1
0,3,70.7670727333011,0,221.95226493334255,1,0,0,0,0,0,0,0,1,1
0,20,104.04400992309041,0,2238.736081634467,1,1,0,1,0,1,1,1,1,1
0,1,45.726535791814456,0,45.726535791814456,0,0,0,0,2,0,0,0,1,1
0,52,105.75750309270397,0,5284.15970453293,1,1,0,0,1,2,2,2,1,1
0,1,85.28624482066215,0,85.28624482066215,1,0,0,0,2,0,0,0,1,1
0,1,20.100375824892083,1,20.100375824892083,2,0,1,0,3,1,1,1,1,1
0,1,20.153649951603782,1,20.153649951603782,2,0,1,0,0,1,1,1,1,1
0,38,84.0889849955982,1,3250.2846753256695,1,0,0,0,1,2,0,2,1,1
0,40,55.71311831190703,0,2114.0653061628636,0,0,2,0,2,0,1,2,0,1
0,8,80.31377136817483,0,630.0586832261401,1,1,0,0,1,0,0,0,1,1
0,26,68.25176159485754,0,1713.810422220392,0,0,0,0,2,0,0,0,1,1
0,1,79.6267373296348,0,79.6267373296348,1,0,0,0,2,0,0,0,1,1
1,56,96.41246550264016,0,5475.577175724818,1,0,0,0,2,2,2,0,1,1
0,32,95.37726152289515,0,3128.0759775417864,1,0,0,0,2,2,2,0,1,1
0,35,97.76129492053904,0,3478.790255886571,1,1,0,0,2,2,1,0,1,1
0,13,91.20430196211883,0,1224.9698520018148,1,0,0,0,2,0,2,0,1,1
0,37,99.24819198097376,0,3776.334583419167,1,0,0,0,0,2,1,0,1,1
0,11,99.67125134237813,0,1131.6698489517153,1,0,0,0,2,1,2,0,1,1
0,23,75.25257945539747,0,1711.0420032822994,1,0,0,0,2,0,0,0,1,1
0,2,49.670102305603635,0,109.62916628388149,0,0,0,0,1,0,0,0,1,1
0,39,99.86170273806698,1,4061.722347030137,1,0,0,0,0,0,2,2,1,1
0,1,45.85,0,45.85,0,0,0,0,3,0,0,0,1,1
0,30,95.60946790015316,0,2931.9816350704327,1,0,0,0,1,0,2,0,1,1
0,3,97.433661185856,0,292.59471765487996,1,0,0,0,2,0,2,0,1,1
1,42,74.12640360075304,0,3036.910609532902,0,0,0,1,1,1,1,0,1,1
0,18,67.75087126825447,0,1176.2388502319836,0,0,0,0,2,0,0,0,1,1
