TotalCharges,MonthlyCharges,tenure,Contract,OnlineSecurity,TechSupport,InternetService,DeviceProtection,OnlineBackup,Churn
520.744164724355,74.31033905506611,7,0,0,1,0,0,0,1
1281.180547866432,76.5135881321118,15,0,0,0,1,0,0,1
78.51822290595348,78.51822290595348,1,0,0,0,1,0,0,1
3295.1890407181468,75.74901015463489,44,0,0,0,1,0,0,1
70.08487670229584,70.08487670229584,1,0,0,0,1,0,0,1
164.54697962119104,79.28428718179885,2,0,0,0,1,2,1,1
6980.819660222135,106.11843093907939,65,1,1,0,1,2,0,1
810.1970100014305,49.9387435347968,16,0,0,1,0,0,0,1
3301.191425901926,84.82107277668366,39,0,0,2,1,2,0,1
108.0598380276742,53.87282581577868,2,0,2,0,0,0,2,1
4823.12911068735,103.48707138522923,46,0,1,1,1,1,0,1
79.08061301755059,79.08061301755059,1,0,0,0,1,0,0,1
545.589160973632,79.04478495098533,7,0,0,0,1,1,0,1
580.0847325121124,88.50227008821655,6,0,0,0,1,0,0,1
2873.421093367808,86.11974539624975,34,0,0,0,1,1,0,1
487.88285232908817,48.29347337733584,10,0,0,0,0,0,0,1
4708.519440836561,105.2067879115031,45,0,0,1,1,2,1,1
2110.500078398412,95.09874892948916,22,0,0,0,1,0,0,1
2413.803759006198,71.8927174718786,33,0,0,0,1,0,0,1
1455.192350883344,81.36314459567016,18,0,0,0,1,0,1,1
2256.3144769068963,82.68003676347631,27,0,0,0,0,1,2,1
487.7003122916455,37.56105777586928,15,0,0,0,0,0,0,1
2171.1935682462613,89.86783421617501,23,0,2,0,1,0,0,1
3154.7418988826616,103.69172481767106,29,0,0,0,1,1,1,1
361.2434271057178,89.44595297185155,4,0,0,1,1,0,1,1
754.6727467089676,85.35,9,0,0,0,1,0,0,1
738.7842544938205,70.20262425102992,10,0,0,0,1,0,0,1
75.87484615115355,26.36861541872172,2,0,0,1,0,0,0,1
58.95942590374138,27.488375707592294,2,0,0,0,0,0,0,1
1219.4903038803077,50.95085084922663,24,0,1,0,0,0,0,1
471.4355810127035,75.32610646208614,6,0,0,0,1,0,0,1
485.8868997040554,93.35914464164229,5,0,0,0,1,1,0,1
1463.4881227934563,76.42926633122963,19,0,0,0,1,0,1,1
1204.3906461547676,58.172116386637754,21,0,1,0,0,0,0,1
1551.968232038337,94.19092831096846,16,0,0,0,1,2,1,1
2931.525874489176,59.793917554261064,48,0,2,0,0,0,1,1
4873.3818958055535,103.84482434750994,47,0,0,0,1,2,0,1
2449.5259892068634,66.34185442530736,40,0,0,0,0,1,0,1
1604.987603058596,87.17007566427404,18,0,0,1,1,0,0,1
24.8,24.8,1,0,0,0,0,0,0,1
6847.618342662368,100.10433355470028,67,0,0,0,1,0,1,1
50.64618364297276,50.64618364297276,1,0,0,0,0,0,0,1
189.74258588508067,90.513513526385,2,0,0,0,1,1,0,1
2917.902580433161,85.6410394752256,34,0,0,1,1,0,1,1
854.1431802225476,32.83975738607107,26,0,0,0,0,0,0,1
670.8377140085685,104.12102659445497,6,0,0,1,1,1,2,1
459.14753420225986,90.04793986656956,5,0,0,1,1,0,1,1
792.5056897353908,75.91400887694284,10,0,1,0,1,0,0,1
297.19603401519186,34.3268820373815,9,0,0,0,0,0,0,1
167.9255335649554,91.88996064738491,2,0,0,0,1,0,0,1
1763.989260775345,86.38410012618996,20,0,0,0,1,1,0,1
53.6627507695094,53.6627507695094,1,0,0,0,0,0,0,1
511.6391676603943,73.83888092398873,7,0,0,0,1,0,0,1
1441.2969118929045,73.3358327409389,18,0,1,0,1,0,0,1
994.7510555035791,68.14836576227657,15,0,0,0,0,0,0,1
2642.1592835434344,84.96672335009617,32,0,0,0,1,0,0,1
130.40212104218847,42.507222350504776,3,0,0,0,0,1,0,1
524.2647708828752,85.47711212395758,6,0,0,0,1,0,2,1
91.60260708136948,91.60260708136948,1,0,0,1,1,0,1,1
1740.8310085281428,76.5112229757439,23,0,2,1,0,0,0,1
45.70301336951448,45.70301336951448,1,0,0,0,0,0,0,1
793.9499402364863,78.95496212062481,10,0,0,0,1,0,0,1
209.29076584795553,43.33268729091201,4,0,0,0,0,1,0,1
98.35801084017109,45.09421854435293,2,0,0,0,0,0,0,1
2868.288938054724,93.20823629711316,31,0,0,1,1,0,0,1
2274.4659705602658,86.83901089051544,26,0,0,0,1,0,2,1
940.0029448431333,62.17887481763699,14,0,1,0,0,0,0,1
5809.0643148660965,99.85229849767892,57,0,0,0,1,2,0,1
2497.895606087229,100.55010014807348,25,0,0,0,1,2,2,1
40.78627310191941,40.78627310191941,1,0,0,0,0,2,0,1
493.38057148142684,87.79666216689083,5,0,0,0,1,1,0,1
35.57773219659956,35.57773219659956,1,0,0,0,0,0,0,1
2086.235119208839,97.80412720297082,22,0,0,0,1,0,0,1
2280.523609402526,89.97103125786451,24,0,0,0,1,0,2,1
219.07922596066902,43.99350516935538,4,0,2,1,0,1,1,1
2326.771873526303,103.46931235749744,22,0,1,2,1,0,0,1
90.72278424784565,90.72278424784565,1,0,0,0,1,0,0,1
45.673741830816645,45.673741830816645,1,0,0,0,0,0,0,1
1281.9310519624883,82.890339836961,16,0,0,0,1,0,0,1
4254.196626922226,99.82137538461895,41,0,0,0,1,1,0,1
226.51780815538575,78.44277284228029,3,0,0,0,1,0,0,1
4257.568763688885,101.30101512852261,42,0,0,0,1,0,1,1
6144.598195062192,109.33878062571274,58,1,2,0,1,2,2,1
320.14405519884775,71.83038746863957,4,0,0,0,1,0,0,1
89.14029962748876,89.14029962748876,1,0,0,0,1,0,0,1
69.59782937335726,69.59782937335726,1,0,0,0,1,0,0,1
74.8266302751188,74.8266302751188,1,0,0,0,1,0,0,1
4131.033953000595,104.6299116977233,40,0,0,1,1,1,0,1
75.36177300216096,75.36177300216096,1,0,0,0,1,0,2,1
666.091879549035,98.34594429713395,7,0,0,0,1,1,0,1
415.9052991448085,49.76134928848853,8,0,0,0,0,1,0,1
1769.1417788972244,74.60777348841691,23,0,0,0,1,0,0,1
421.85333079738325,97.90478783422085,4,0,0,0,1,0,1,1
179.85087971545877,85.97393434160631,2,0,0,0,1,1,0,1
36.337902912006705,36.337902912006705,1,0,0,0,0,0,0,1
159.95488322684002,80.65002312339801,2,0,0,0,1,0,0,1
24.782328931034865,24.782328931034865,1,0,0,0,0,0,0,1
169.60675393769307,48.8235248697429,3,0,0,0,0,1,0,1
50.68292117271342,50.68292117271342,1,0,0,0,0,0,2,1
1449.5068599173087,86.74162930139566,16,0,0,1,1,0,0,1
58.891130715925684,24.274378751825232,3,0,0,0,0,0,0,1
138.41611207901363,70.69575704781074,2,0,0,0,1,0,0,1
368.52542840134134,39.72689443342527,11,0,1,0,0,0,0,1
544.7678587446613,73.85986561090986,7,0,0,0,1,0,0,1
1726.3001332779493,81.80831282079065,21,0,0,0,1,0,0,1
90.73705808031569,90.73705808031569,1,0,0,0,1,0,1,1
2071.952287706834,75.84087956337125,27,0,1,0,1,0,0,1
132.55286571258694,44.48418837853907,3,0,0,0,0,0,0,1
6333.4716500591385,95.14577695024927,66,0,1,1,1,0,0,1
3557.4861124034496,107.09775231031317,34,0,0,0,1,2,2,1
577.5401453663375,81.11435718332802,7,0,0,0,1,0,0,1
469.9831990418591,75.10447376930081,6,0,0,0,1,0,0,1
80.75805934596627,21.81791684818261,4,0,0,0,1,0,0,1
1163.1863232893681,97.46181483640592,12,0,0,0,1,2,0,1
45.980454700204724,45.980454700204724,1,0,0,0,0,0,0,1
24.576961984352394,24.576961984352394,1,0,0,0,0,0,0,1
110.65135010029778,49.50064662822817,2,0,0,0,0,0,1,1
7692.283289835664,108.71909117790484,70,1,0,2,1,2,2,1
2302.0197124125716,77.60832908825115,30,0,0,0,1,0,0,1
245.6647516810475,82.14950890874987,3,0,0,0,1,0,1,1
229.55,66.6859280469506,3,0,0,1,0,0,0,1
3185.094251444029,86.20403417805707,37,0,2,0,0,0,0,1
5726.882472083931,98.17719274367043,58,1,0,1,1,1,0,1
914.5471365576315,82.59310413821109,12,0,0,0,1,1,1,1
461.7096184069276,89.39809203463795,5,0,0,1,1,0,1,1
19.493580285527294,19.493580285527294,1,0,1,1,2,1,1,1
69.55,69.55,1,0,0,0,1,0,0,1
74.38621694085644,74.38621694085644,1,0,0,0,1,0,0,1
85.26080654149679,85.26080654149679,1,0,0,0,1,0,0,1
94.30157673321578,94.30157673321578,1,0,0,0,1,0,0,1
242.61336448287588,103.21268043361465,2,0,0,1,1,1,0,1
69.36284873743946,69.36284873743946,1,0,0,0,1,0,0,1
36.19626555094047,19.934647300268708,2,0,1,1,2,1,1,1
19.909593366235935,19.909593366235935,1,0,1,1,2,1,1,1
2413.5588130504316,79.49992094218656,31,0,0,0,1,0,0,1
667.0967256871947,84.84800461899786,8,0,1,0,1,0,0,1
246.8889960177203,83.385524825583,3,0,0,0,1,0,1,1
5550.24164536591,105.62728662046091,51,0,0,0,1,0,2,1
858.4681555009952,82.03468218978146,11,0,1,0,1,1,0,1
45.65998217460888,45.65998217460888,1,0,0,0,0,0,0,1
244.03066298293734,78.4300948600717,3,0,0,0,1,0,0,1
1736.053852258904,79.28100178719068,22,0,0,0,0,0,1,1
119.37824517144053,68.80609490507375,2,0,0,0,1,0,0,1
740.3736337707589,68.29529592091237,10,0,0,0,0,0,0,1
3922.5110785884767,75.66232386592868,53,0,1,0,0,0,0,1
1216.1843938782138,76.93658125202967,15,0,0,0,1,0,1,1
58.678820871682895,19.73389739103964,3,0,1,1,2,1,1,1
6017.875634592985,103.17586291944777,58,1,0,0,1,1,2,1
4268.665024536369,101.0905864202063,41,0,0,0,1,0,1,1
1428.1025338431255,94.83260997762073,15,0,1,0,1,0,2,1
528.3309591836172,73.20139477056465,7,0,0,0,1,0,0,1
4881.2128785719715,89.91597387792369,52,0,0,0,1,2,2,1
292.7928647745293,95.2841992796411,3,0,0,0,1,0,0,1
4755.898211979726,77.77454074747956,61,1,2,1,0,2,0,1
272.9025381543624,71.0779738050774,3,0,0,0,1,0,0,1
80.02370455864634,80.02370455864634,1,0,0,0,1,0,0,1
69.83450024454103,69.83450024454103,1,0,0,0,1,0,0,1
5003.756526289265,96.6584031979315,52,0,0,0,1,2,0,1
80.51132942014131,80.51132942014131,1,0,0,0,1,0,0,1
5638.712221797807,99.51384627785687,57,1,1,0,1,1,0,1
1130.2094568535265,93.27467256324275,13,0,0,0,1,0,0,1
80.05213572863585,80.05213572863585,1,0,0,0,1,0,0,1
19.3,19.3,1,0,1,1,2,1,1,1
218.17387761959134,79.15906981963275,3,0,0,1,1,1,0,1
2238.736081634467,104.04400992309041,20,0,0,0,1,1,1,1
45.73826789590723,45.73826789590723,1,0,0,0,0,0,0,1
5284.15970453293,105.75750309270397,52,0,0,0,1,2,2,1
85.14907040866477,85.14907040866477,1,0,0,0,1,0,0,1
20.15,20.15,1,0,1,1,2,1,1,1
20.153649951603782,20.153649951603782,1,0,1,1,2,1,1,1
3250.2846753256695,84.0889849955982,38,0,0,1,1,2,2,1
2114.0653061628636,55.71311831190703,40,0,2,0,0,0,2,1
630.0586832261401,80.31377136817483,8,0,0,0,1,0,0,1
1713.810422220392,68.25176159485754,26,0,0,0,0,0,0,1
79.59554377839419,79.59554377839419,1,0,0,0,1,0,0,1
5475.577175724818,96.41246550264016,56,1,0,0,1,2,0,1
3128.0759775417864,95.37726152289515,32,0,0,0,1,2,0,1
3478.790255886571,97.76129492053904,35,0,0,0,1,2,0,1
1221.9576870364072,100.41798303277753,12,0,0,0,1,0,1,1
3776.334583419167,99.24819198097376,37,0,0,0,1,2,0,1
1131.6698489517153,99.67125134237813,11,0,0,0,1,1,0,1
1711.0420032822994,75.25257945539747,23,0,0,0,1,0,0,1
109.62916628388149,49.670102305603635,2,0,0,0,0,0,0,1
4061.722347030137,99.86170273806698,39,0,0,1,1,0,2,1
45.94369578230311,45.94369578230311,1,0,0,0,0,0,0,1
2931.9816350704327,95.60946790015316,30,0,0,0,1,0,0,1
292.59471765487996,97.433661185856,3,0,0,0,1,0,0,1
3036.910609532902,74.12640360075304,42,1,0,0,0,1,0,1
1176.2388502319836,67.75087126825447,18,0,0,0,0,0,0,1
206.93452331116015,49.521372508037146,4,0,0,0,0,0,0,1
74.79939269658117,74.79939269658117,1,0,0,0,1,0,0,1
2568.6099911866017,72.27313385627123,35,0,1,1,0,1,0,1
6143.138505478848,103.94651053800487,59,0,1,0,1,1,2,1
667.6672351022448,106.86617201610076,6,0,0,1,1,2,1,1
5744.76351848681,96.46833952843546,59,0,0,0,1,2,2,1
6869.543580442819,100.06745495968282,66,0,0,1,1,0,0,1
49.785265332600844,49.785265332600844,1,0,0,0,0,0,0,1
1210.1576233455278,90.5142286797962,13,0,0,2,1,0,1,1
2877.352230898059,90.52608240813571,32,0,0,0,1,2,0,1
993.9706202234129,66.57485153934655,15,0,0,0,0,0,0,1
185.63715912236665,85.5804679139098,2,0,0,0,1,0,0,1
526.4410582942361,80.6681827378832,6,0,0,0,1,0,0,1
45.3,45.3,1,0,0,0,0,0,0,1
3442.685255343738,96.31779925926416,35,0,0,0,1,0,1,1
3245.7867039983466,83.85424266333537,38,0,2,0,1,2,1,1
663.7034077849561,94.96929030080844,7,0,0,0,1,1,0,1
3481.160954439068,100.05487795982802,34,0,0,0,1,2,0,1
4825.506806627644,106.7617714635478,44,1,2,2,1,0,1,1
260.13666642362773,79.18104628271917,3,0,0,0,1,0,0,1
35.70846832808926,25.16864310190272,1,0,0,0,0,0,0,1
2240.66637262832,92.21970376520596,23,0,0,0,1,0,0,1
1857.0442327112332,84.36179424758929,22,0,0,0,1,0,1,1
49.257533590405565,49.257533590405565,1,0,1,0,0,0,0,1
19.6893747062249,19.6893747062249,1,0,1,1,2,1,1,1
416.0675950995485,56.125020642957985,7,0,0,1,0,0,0,1
76.49591352317705,43.605132152926885,2,0,0,0,0,0,0,1
2756.8533424305692,86.10077489162896,31,0,0,0,1,0,0,1
2365.854492898962,95.51237565650048,25,0,0,0,1,0,0,1
1162.948849848609,96.88860308284923,12,0,0,0,1,2,0,1
2790.566899563776,63.41111803645837,44,0,1,0,0,1,0,1
45.06351662891548,45.06351662891548,1,0,0,0,0,0,0,1
655.566191759882,76.07458701801527,8,0,0,0,1,1,0,1
448.26286592856593,95.78843438796638,4,0,0,0,1,2,0,1
114.12050670330807,54.235946373535455,2,0,0,0,0,0,2,1
50.65645516007442,50.65645516007442,1,0,0,0,0,0,1,1
1609.9409126612368,92.27641001021306,17,0,1,0,1,1,0,1
85.89617090897848,85.89617090897848,1,0,0,0,1,0,0,1
2238.621514386901,91.98780260605703,23,0,0,0,1,0,0,1
20.55,20.55,1,0,1,1,2,1,1,1
45.06080190912548,45.06080190912548,1,0,0,0,0,0,0,1
3311.856538844115,82.96696037674425,40,0,0,2,0,2,0,1
6967.305573859786,107.13437661356572,65,1,1,0,1,2,0,1
35.83158881609211,35.83158881609211,1,0,0,0,0,0,0,1
3268.2730036844505,86.21104304068953,39,0,0,0,1,0,1,1
864.833317818544,39.24424796686322,23,0,0,0,0,0,1,1
812.0639410046034,48.67280906505539,17,0,0,0,0,1,0,1
139.39255615989617,74.3822887942357,2,0,1,0,1,0,0,1
1491.3689090672237,77.7444200912818,19,0,0,0,0,1,2,1
2568.4843912901215,67.25566771176531,40,0,0,0,0,0,0,1
390.99280940394516,20.235685642367077,17,0,1,1,2,1,1,1
48.9228931406915,48.9228931406915,1,0,1,0,0,0,0,1
44.14267481060616,44.14267481060616,1,0,0,0,0,0,0,1
90.62918536067158,48.63093680894561,2,0,0,0,0,1,0,1
1874.981625894567,58.44251211886574,34,0,1,1,0,0,2,1
87.45383710303996,25.111850062119736,3,0,0,0,0,0,0,1
80.43470319498351,80.43470319498351,1,0,0,0,1,0,0,1
1553.9062291798132,84.2064458198255,18,0,0,0,1,0,0,1
1389.3370599038146,82.93863072541414,16,0,0,0,1,0,0,1
242.00016515730735,75.26073522497782,3,0,0,0,1,0,0,1
68.69867946664343,23.931469185826483,3,0,0,0,0,0,0,1
68.77684874720396,68.77684874720396,1,0,0,0,1,0,0,1
74.13436594803348,44.022180077387446,2,0,0,0,0,0,0,1
24.32522083274167,24.32522083274167,1,0,0,0,0,0,0,1
244.69607105831216,95.60137812266383,2,0,0,1,1,1,0,1
189.96465570393016,76.20977046928678,2,0,1,0,1,0,0,1
5791.095042147788,104.77679156951906,55,1,2,0,1,1,0,1
2398.7716620567307,100.01549530771095,24,0,0,0,1,2,0,1
4686.372213282207,108.85243050974753,43,0,0,1,1,2,1,1
85.67065561052638,85.67065561052638,1,0,0,0,1,0,0,1
76.71315347019504,24.28423264902481,3,0,0,1,1,0,0,1
2628.073990581479,86.63984841773251,31,0,0,0,1,0,0,1
2644.487428417863,74.42449090828765,38,0,0,0,0,0,0,1
160.76153475531794,75.9384170638152,2,0,0,0,0,2,0,1
3475.5334531033573,98.76304526416403,36,0,0,1,1,0,0,1
86.27888469899887,86.27888469899887,1,0,0,0,1,0,0,1
522.3589571335976,87.57294320391455,6,0,0,0,1,0,2,1
193.68444601802145,45.994242316953084,4,0,0,0,0,0,0,1
1593.4026516611102,92.06634800820383,17,0,0,0,1,1,0,1
924.9533628807274,97.5047637067718,9,0,0,0,1,2,0,1
3474.264124052581,92.29167022442971,37,0,0,1,1,1,1,1
6329.786058536665,97.47042714424994,65,1,2,1,1,0,0,1
4872.478483820413,99.92363190136771,48,0,0,0,1,2,0,1
330.1645996641773,78.35108239513123,4,0,0,0,1,0,1,1
54.870999122723944,54.870999122723944,1,0,0,0,0,0,0,1
2264.5997576372342,93.37213723501254,24,0,0,0,1,0,0,1
451.2608305704172,91.963360551681,5,0,0,0,1,1,0,1
6144.878834641704,105.73122789866235,58,1,1,0,1,1,2,1
3733.060269649596,98.25071492684475,38,0,1,1,1,1,0,1
1311.209956727016,80.1259866093837,16,0,0,0,1,2,0,1
40.184435708273966,40.184435708273966,1,0,0,0,0,0,1,1
2135.862905548902,75.81371715811922,28,0,0,0,0,1,0,1
197.38701558603884,47.304985100594465,4,0,0,0,0,0,1,1
5428.828076676624,98.58108035620646,55,0,0,0,1,2,2,1
77.09675463184713,23.612993065245103,3,0,0,0,1,1,0,1
3016.242084378711,81.18466355900458,37,0,0,0,0,0,0,1
50.60239818706312,50.60239818706312,1,0,0,0,0,0,1,1
70.93758882851458,70.93758882851458,1,0,0,0,1,0,0,1
225.353584373569,28.22492122871354,8,0,1,0,0,0,0,1
45.1,45.1,1,0,0,0,0,0,0,1
578.0243204782128,89.16377079383697,6,0,0,0,1,0,0,1
806.2933410369703,34.500500401906805,25,0,1,0,0,0,0,1
237.8869186208504,72.3447668910865,3,0,0,0,1,0,0,1
189.82017623374227,83.69440150121493,2,0,0,0,1,0,0,1
70.0,70.0,1,0,0,0,1,0,0,1
616.9082101047414,68.66937090943749,8,0,0,1,0,0,1,1
248.1071970477982,78.58283263313425,3,0,1,0,1,0,1,1
2365.032799635665,80.228316551883,29,0,0,0,1,1,1,1
69.84017619921353,69.84017619921353,1,0,0,0,1,0,0,1
164.76926126768763,79.72307387323124,2,0,0,0,1,1,1,1
269.84742347049945,73.30414731020099,3,0,0,0,1,0,0,1
197.53851805910875,45.73146467778804,4,0,0,0,0,0,0,1
69.49550045232508,69.49550045232508,1,0,0,0,1,0,0,1
141.82503765980223,75.32090037714009,2,0,0,0,1,0,0,1
178.8866257135699,86.16334137769162,2,0,0,0,1,1,0,1
398.788358505337,91.5162181212959,4,0,0,2,1,0,1,1
3493.1839932330467,101.00956059787569,35,0,0,0,1,1,0,1
1563.061209375651,79.70830228405198,19,0,0,0,1,0,2,1
796.8840016276115,73.41822300588704,10,0,0,0,0,0,0,1
58.89791635496988,25.020799046686886,3,0,0,0,0,0,0,1
81.92880199598855,81.92880199598855,1,0,0,0,1,0,0,1
136.78058710450148,71.17266217461821,2,0,0,0,1,0,0,1
3522.2349373215725,104.78576990882878,32,0,0,0,1,1,1,1
2066.761456133092,75.60544160487606,27,0,1,0,1,0,0,1
1023.9248223742316,59.59313017999645,15,0,0,1,0,0,0,1
85.41520111863959,85.41520111863959,1,0,0,0,1,0,0,1
892.6343102141927,94.98124582027049,9,0,0,1,1,1,1,1
2262.6006144362345,83.32926267651858,27,0,0,0,1,0,2,1
549.737434464104,84.68138576748494,6,0,0,0,1,0,0,1
267.4005122180796,44.69754451553813,6,0,0,0,0,0,0,1
50.35914843914164,50.35914843914164,1,0,0,0,0,0,0,1
635.2188169058282,74.7460279583028,8,0,2,0,1,0,0,1
1622.2331417728453,93.9518575623271,17,0,2,0,1,0,0,1
2386.628952740578,99.94440572062857,24,0,0,0,1,1,0,1
1994.5576465027932,89.94096261017197,22,0,0,1,1,0,0,1
538.2683350416427,97.13380630715088,5,0,0,0,1,0,0,1
2859.133120365104,100.40542366644807,28,0,0,1,1,0,0,1
8055.613390066929,114.91388857201999,69,1,2,2,1,2,2,1
58.868850464927824,19.746858255845364,3,0,1,1,2,1,1,1
3016.298276070013,75.06511374817804,39,0,0,0,0,0,0,1
914.4639138222904,90.11015066374546,9,0,0,0,1,1,0,1
522.2193489509461,77.6159647683787,7,0,0,0,1,0,0,1
69.0769173608786,69.0769173608786,1,0,0,0,1,0,0,1
168.96206263951055,55.24423782516132,3,0,0,0,0,0,0,1
94.53749135137521,94.53749135137521,1,0,0,0,1,0,0,1
2276.4152131182914,77.361896575616,30,0,0,0,1,0,1,1
1931.2211212769598,104.4939456449343,19,0,1,1,1,1,0,1
49.522519452058305,49.522519452058305,1,0,0,0,0,0,0,1
1536.7230687457172,89.53521973161733,17,0,1,0,1,1,0,1
1226.9805345286843,56.31099466218187,22,0,0,0,0,1,0,1
6861.161381801704,100.12954531998737,67,0,0,0,1,0,1,1
79.35839024468632,79.35839024468632,1,0,0,0,1,0,0,1
4388.749774568702,100.8440194490922,43,0,0,0,1,0,1,1
914.823343101698,88.73318521576924,10,0,0,0,1,2,0,1
145.49363813026818,80.33176991651544,2,0,0,0,1,0,0,1
85.00100148353205,85.00100148353205,1,0,0,0,1,0,0,1
5136.513458231429,97.54672992753511,54,0,0,2,0,2,2,1
94.37197167724094,94.37197167724094,1,0,0,0,1,0,0,1
79.58778902308556,79.58778902308556,1,0,0,0,1,0,0,1
1224.2334704581544,96.02118129868563,11,0,1,1,1,0,0,1
4532.173419149191,109.75940478117474,42,0,2,1,1,2,2,1
69.26280957463662,69.26280957463662,1,0,0,0,1,0,0,1
3034.162253579142,92.63719881895143,33,0,0,0,1,1,0,1
256.909240346598,76.1412612566795,3,0,0,0,1,0,0,1
310.1929250424493,57.681541983579706,5,0,1,1,0,0,0,1
80.98948308331374,44.44304175595938,2,0,0,0,0,0,0,1
613.4440801010209,75.23150774046697,8,0,0,0,1,0,0,1
4756.343868325952,76.33122189890602,62,1,2,1,0,2,0,1
3207.38491992946,97.75815590828506,33,0,0,0,1,0,0,1
668.1455408729946,95.45346355916253,7,0,0,0,1,0,1,1
2587.529517891912,84.87293318899047,31,0,0,0,1,0,1,1
669.3611382795631,106.80958683369198,6,0,0,1,1,1,2,1
85.00565375498954,85.00565375498954,1,0,0,0,1,0,0,1
2505.418445970845,98.17099998635148,25,0,0,0,1,2,2,1
2990.8647948722564,102.96959016276602,29,0,0,0,1,1,1,1
822.6810287732219,99.76963448967041,8,0,0,0,1,1,0,1
2405.1512349436334,99.0688490083641,24,0,0,0,1,2,0,1
810.2767428306549,49.70442294190445,16,0,0,1,0,0,0,1
2408.049929563834,96.44345988204532,24,0,0,0,1,1,0,1
337.99244286944844,48.964853071182034,7,0,0,0,0,1,0,1
757.6324156185478,85.35,9,0,0,0,1,0,0,1
452.1236262119938,90.05134874318536,5,0,1,0,1,1,0,1
3201.0838957310257,79.62049240267282,39,1,0,1,1,1,0,1
2758.0685472031487,89.43289715429947,30,0,1,0,1,1,1,1
297.76926365759823,78.07355255350026,4,0,0,0,1,0,0,1
1350.8018915763032,85.55564280763257,15,0,0,0,1,0,0,1
3207.9493532853867,97.43920891846199,34,0,0,0,1,0,0,1
1143.4262053404257,69.0263844340302,17,0,0,0,0,0,0,1
2227.5921805880857,81.4515157429122,27,0,0,0,1,0,0,1
5283.185973113963,97.7879658009092,54,0,0,0,1,0,0,1
95.36227890548456,95.36227890548456,1,0,0,0,1,0,0,1
3060.207935429723,81.13818748265805,37,0,1,1,0,0,1,1
662.3510840871651,83.40041646350004,8,0,0,0,1,0,0,1
299.7407167407533,95.84122096057224,3,0,0,0,1,0,1,1
2517.032821854622,96.40524481834728,25,0,0,0,0,2,2,1
454.8858423943877,89.33649019545724,5,0,0,0,1,0,0,1
3027.3964082052657,94.7155255890163,31,0,0,0,1,2,1,1
1450.8735703179539,89.5211001559724,16,0,0,1,1,0,0,1
135.11688437533024,71.77575441394279,2,0,0,0,1,0,0,1
1260.6208779202868,85.25185853975927,14,0,0,1,1,1,0,1
74.7695065978577,74.7695065978577,1,0,0,0,1,2,0,1
49.92888691612755,49.92888691612755,1,0,0,0,0,0,0,1
1741.7049140558518,79.96639635904212,21,0,1,1,0,0,0,1
489.95827773226654,43.60236975477537,13,0,1,0,0,0,0,1
774.5219063897924,94.04777569259137,8,0,0,0,1,2,1,1
3044.5613337949226,103.35935528540884,28,0,0,1,1,2,0,1
6526.409370042423,102.69266988769701,63,2,2,1,1,2,2,1
7531.35447940974,108.01174035870892,70,1,1,1,1,2,0,1
50.224003659356484,50.224003659356484,1,0,0,0,0,2,0,1
89.15614253648798,89.15614253648798,1,0,0,0,1,0,0,1
4047.2913975481683,86.6785755842623,46,0,0,0,1,1,0,1
579.3801613478568,80.83902869469016,7,0,0,0,1,0,0,1
242.52981193294724,76.0797054798985,3,0,0,0,1,0,0,1
3265.3987763965756,83.78060534519433,40,0,2,0,1,2,0,1
231.79258554974405,19.355932040558173,12,0,1,1,2,1,1,1
76.10716453754361,27.314177312281913,2,0,0,1,0,0,0,1
662.6472662013161,96.8476567439853,7,0,0,0,1,2,0,1
2181.8680735030766,58.22210547250039,37,0,1,0,0,1,0,1
147.06115385782857,70.52438459904002,2,0,0,0,0,0,0,1
318.7392043905222,80.28649808750382,4,0,0,1,1,1,0,1
2126.405700450871,41.9746409152079,52,0,0,0,0,0,1,1
546.9991583673034,84.79790815458283,6,0,0,0,1,0,0,1
3238.147738182972,77.05396226565867,41,0,1,0,1,0,0,1
6143.873787552895,109.00154579225897,58,1,1,0,1,2,1,1
24.749146756546246,24.749146756546246,1,0,0,0,0,0,0,1
272.0584653952317,70.74813957987608,4,0,0,0,1,0,0,1
4687.967082431808,110.85271997370752,42,0,0,1,1,2,2,1
70.8836534191831,70.8836534191831,1,0,0,0,1,0,0,1
147.15,74.23000377350401,2,0,0,0,1,0,0,1
360.74176885252945,87.3198775178629,4,0,0,0,1,0,0,1
1425.0116746190859,88.88170848035136,15,0,0,0,0,0,1,1
79.95091641559318,79.95091641559318,1,0,0,0,1,0,0,1
79.30831064073041,79.30831064073041,1,0,0,0,1,0,0,1
321.95158118176755,84.99562573767419,4,0,0,0,1,0,0,1
4054.101582250317,93.62470737835895,42,0,0,1,1,0,1,1
379.9292331027881,96.17762363314156,4,0,0,0,1,1,0,1
6139.537624321219,95.7944126835562,65,0,0,0,1,0,2,1
193.73912362929937,93.34773081019107,2,0,0,0,1,0,0,1
1742.7009214800348,79.22124053978824,21,0,1,1,0,0,0,1
2091.1585461077493,88.20331591643823,24,0,0,1,1,0,0,1
2504.705068745098,97.78295895564364,26,0,0,0,1,2,2,1
468.77747644566534,70.59749992305375,7,0,0,0,1,0,0,1
483.17061795974644,32.521235567811544,16,0,0,0,0,0,0,1
6854.784010578774,101.68842664898186,66,0,0,0,1,1,0,1
1504.7054416828967,75.84644037055536,20,0,0,1,0,0,2,1
159.6445607834489,80.47437222344739,2,0,0,0,1,0,0,1
