gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,23,1,0,2,1,1,1,1,1,1,1,1,1,19.65,478.1,0
0,0,1,1,30,0,1,0,0,0,0,2,2,2,0,0,1,51.2,1561.5,1
0,0,1,1,42,1,0,2,1,1,1,1,1,1,1,1,2,19.05,761.85,0
0,0,0,0,32,1,2,0,2,0,0,0,2,2,1,0,3,74.75,2282.95,0
0,0,1,1,22,1,2,1,0,0,0,0,0,0,0,1,0,75.8,1615.1,0
1,0,1,0,42,0,1,0,0,0,0,0,0,0,0,1,1,25.1,1097.15,0
0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,44.45,369.3,0
0,0,1,1,65,1,2,1,2,0,2,0,2,2,2,1,1,104.3,6725.3,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.5,31.55,1
0,0,1,1,70,1,2,0,2,2,2,2,2,2,2,1,0,89.0,6293.2,0
1,0,0,1,22,1,0,2,1,1,1,1,1,1,0,0,1,20.15,432.5,0
0,1,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.9,321.75,1
0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,74.9,147.15,1
0,0,1,1,67,0,1,0,2,2,0,0,0,0,2,0,0,36.15,2434.45,0
0,0,0,0,25,1,0,2,1,1,1,1,1,1,0,1,1,19.2,532.1,0
0,0,1,0,20,1,0,2,1,1,1,1,1,1,0,0,0,19.25,375.25,0
0,0,0,1,2,1,0,0,2,0,0,0,0,2,0,1,1,61.2,125.95,0
1,0,0,0,51,1,0,2,1,1,1,1,1,1,2,0,3,20.45,1042.65,0
0,0,1,1,46,0,1,0,2,2,0,0,0,0,0,0,0,35.05,1620.25,0
0,0,0,0,25,1,2,1,0,2,0,0,2,2,0,1,2,100.25,2387.75,1
1,0,0,1,13,1,0,0,0,0,0,0,0,0,0,0,3,44.0,659.35,0
0,1,0,0,25,1,2,1,2,2,0,0,2,2,0,1,3,102.8,2660.2,1
1,0,1,1,26,1,0,0,0,0,2,0,0,0,1,0,3,50.35,1285.8,0
1,0,0,0,43,1,2,1,0,0,0,2,2,2,1,1,2,100.0,4211.55,1
1,0,0,1,19,1,0,2,1,1,1,1,1,1,0,1,2,20.0,377.55,0
1,0,1,0,10,1,0,1,0,2,0,2,2,2,0,1,2,99.85,990.9,1
0,0,0,1,2,1,2,1,0,0,0,0,2,2,0,1,0,94.2,193.8,1
0,0,1,0,72,1,2,0,2,2,0,2,2,2,2,1,0,86.4,6058.95,0
1,1,0,0,18,1,2,0,2,2,0,0,0,0,0,1,1,58.4,964.9,0
1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,83.85,790.15,1
0,1,0,0,27,1,2,1,0,0,2,0,0,2,0,0,1,88.3,2467.75,1
1,0,0,0,24,1,2,1,0,0,0,0,2,2,0,1,2,94.1,2322.85,0
0,0,1,0,46,1,2,1,0,2,2,2,2,2,2,1,1,108.9,4854.3,0
0,1,0,0,72,1,2,1,2,2,2,2,0,2,2,1,0,107.4,7748.75,0
1,0,1,0,22,1,0,1,0,0,2,0,2,2,0,1,1,94.7,1914.9,1
0,1,1,0,70,1,2,1,2,0,0,0,0,2,0,1,2,90.85,6470.1,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,2,19.9,57.4,0
1,0,1,0,31,1,0,0,0,0,2,2,0,2,0,1,1,66.4,2019.8,0
0,1,1,0,56,1,2,1,0,0,2,0,2,2,0,1,0,100.65,5688.05,1
0,0,1,1,16,1,0,1,2,0,2,0,2,2,0,0,0,100.7,1522.7,0
1,0,0,1,52,1,2,2,1,1,1,1,1,1,2,0,1,25.6,1334.5,0
1,0,1,1,13,1,0,2,1,1,1,1,1,1,0,1,3,19.85,252.0,0
0,0,0,0,35,1,0,2,1,1,1,1,1,1,1,0,3,20.75,700.45,0
0,0,0,0,59,1,0,1,0,0,2,0,2,2,2,0,2,95.8,5655.45,0
1,0,1,0,72,1,0,1,0,0,2,0,2,2,0,1,2,94.65,6747.35,0
0,1,1,0,66,1,2,0,0,2,2,0,2,2,2,1,0,80.55,5265.1,1
0,0,1,0,49,1,2,1,2,2,2,2,0,2,2,0,1,106.65,5174.35,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.85,105.6,0
1,1,0,0,21,1,2,1,0,2,2,0,2,2,0,1,2,104.35,2271.85,0
1,1,0,0,54,0,1,0,0,2,2,0,2,2,1,1,2,55.45,2966.95,0
1,1,1,0,24,1,2,1,2,0,0,0,0,0,0,1,2,78.85,1772.25,1
1,0,0,0,1,1,2,0,2,2,0,0,0,0,0,0,2,61.15,61.15,0
1,0,0,0,6,1,0,1,2,2,0,0,0,0,0,1,2,78.95,494.95,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.45,44.45,1
0,0,1,1,56,1,0,0,2,2,2,0,0,0,2,1,1,61.3,3346.8,0
0,1,0,0,56,1,2,1,2,2,0,0,0,2,0,1,2,96.85,5219.65,0
0,0,1,1,6,0,1,0,0,2,2,2,0,0,2,0,3,40.55,217.5,0
1,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,3,19.8,607.7,0
1,0,1,1,50,1,2,1,2,2,2,0,2,2,1,1,2,108.25,5431.4,0
1,0,1,1,58,1,2,1,0,0,2,2,2,2,1,1,0,105.05,6004.85,0
0,0,1,1,65,1,2,0,2,2,2,2,2,2,2,1,3,90.45,5957.9,0
0,0,0,0,64,1,2,0,2,2,2,2,2,2,2,1,1,86.4,5442.05,0
0,0,1,0,66,1,2,0,2,2,2,0,0,0,2,0,0,66.9,4370.25,0
1,0,1,0,38,1,2,1,2,0,2,2,2,2,1,1,2,110.7,4428.6,0
0,0,1,0,20,1,0,2,1,1,1,1,1,1,1,1,3,20.0,416.45,0
1,0,0,0,36,1,2,1,0,0,0,0,0,2,0,1,2,84.9,3067.2,1
1,1,0,0,64,1,2,1,0,0,2,2,2,2,1,0,2,102.1,6688.1,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.25,20.25,1
0,0,0,0,60,1,0,0,0,2,2,2,2,0,1,1,1,70.15,4224.7,0
1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,74.35,74.35,1
0,0,1,1,50,1,2,0,2,2,2,2,0,2,1,1,0,80.05,4042.2,0
1,0,0,0,1,1,2,0,0,0,2,2,0,0,0,0,3,62.05,62.05,1
0,0,1,0,72,0,1,0,2,2,2,0,0,2,2,1,2,49.2,3580.95,0
1,0,1,0,60,1,0,2,1,1,1,1,1,1,2,1,0,20.5,1198.8,0
1,0,0,0,46,0,1,0,2,0,2,2,0,0,2,0,3,38.25,1755.35,0
0,0,1,1,69,0,1,0,0,2,2,0,2,2,2,1,1,54.95,3772.5,0
1,1,0,0,31,1,2,1,0,0,2,2,2,0,0,1,0,96.6,2877.95,0
1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.9,357.7,0
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.9,1397.3,0
1,0,1,0,12,1,0,1,2,2,2,0,0,0,0,1,2,84.6,959.9,0
1,0,1,1,39,1,0,0,2,0,2,2,2,2,1,0,1,80.0,3182.95,1
0,0,1,1,56,1,2,0,2,2,2,2,2,0,2,0,1,81.25,4620.4,0
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,115.5,8312.75,0
1,0,0,0,5,1,2,1,0,2,2,0,2,2,0,0,3,104.1,541.9,1
0,0,0,0,11,1,2,1,2,0,0,0,0,0,0,1,0,79.0,929.3,0
1,1,1,0,24,0,1,0,2,0,0,0,0,2,0,0,0,39.1,971.3,1
0,1,1,0,15,1,0,1,0,2,0,0,2,2,0,1,2,94.65,1285.05,0
1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,1,3,20.8,1521.2,0
1,0,1,0,56,1,2,0,0,2,2,0,0,0,2,0,1,59.5,3389.25,0
1,1,0,0,64,1,0,2,1,1,1,1,1,1,2,1,0,20.05,1198.05,0
0,0,1,0,34,1,2,1,0,0,2,0,2,2,0,1,2,100.45,3414.65,0
1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,76.5,162.45,1
1,0,0,0,35,1,0,2,1,1,1,1,1,1,1,0,0,20.6,754.0,0
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,1,20.3,467.15,0
1,0,0,0,5,1,0,0,0,0,0,2,0,0,0,1,2,49.2,216.9,1
1,0,0,0,9,0,1,0,2,2,2,0,0,0,1,0,3,39.55,373.0,0
1,0,0,0,23,1,0,2,1,1,1,1,1,1,1,0,3,20.45,481.1,0
0,0,1,1,4,1,0,1,0,0,0,0,0,2,0,0,2,80.85,302.75,1
1,0,1,0,68,1,2,2,1,1,1,1,1,1,2,0,0,25.25,1728.2,0
1,0,1,0,33,1,0,1,0,0,0,0,2,2,0,0,2,91.25,2964.05,0
1,0,0,0,31,1,0,0,2,2,2,2,2,0,0,1,0,72.45,2156.25,0
1,0,0,0,1,1,2,0,0,2,0,2,0,0,0,0,3,60.1,60.1,1
0,0,0,0,56,1,0,2,1,1,1,1,1,1,2,0,0,19.7,1051.9,0
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,78.95,78.95,1
1,0,1,1,66,1,0,0,2,2,2,2,2,0,1,1,2,75.1,5013.0,0
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,25.0,1738.9,0
1,1,0,0,34,1,0,1,0,0,0,0,0,0,0,0,1,69.15,2275.1,0
0,0,1,1,58,1,0,1,0,2,2,0,2,0,0,1,2,91.55,5511.65,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.15,98.5,1
1,0,0,0,37,0,1,0,0,0,0,0,2,0,2,0,1,35.8,1316.9,0
0,0,0,0,71,1,2,1,2,2,2,2,2,2,2,1,1,113.15,7993.3,0
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,1,19.85,19.85,0
1,1,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.8,1388.45,0
1,0,1,1,35,1,0,2,1,1,1,1,1,1,1,0,2,19.9,666.0,0
0,0,1,1,6,1,0,2,1,1,1,1,1,1,1,0,3,19.7,94.45,0
0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,79.4,244.65,1
0,0,1,1,69,1,0,0,0,2,2,2,0,0,1,0,0,59.1,4134.7,0
0,0,1,0,53,1,2,1,0,0,0,2,0,2,1,1,2,91.15,4862.5,0
0,0,1,0,24,1,0,1,0,2,2,0,2,2,0,1,1,99.3,2431.35,1
0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,1,2,68.95,351.5,0
0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,3,51.55,106.2,0
1,0,0,1,62,1,2,2,1,1,1,1,1,1,2,1,3,24.4,1413.0,0
0,0,1,0,19,1,0,1,0,0,2,0,2,2,0,1,2,96.8,1743.05,0
1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,3,70.05,657.5,0
0,1,1,1,71,1,2,0,2,2,0,0,2,0,1,0,2,69.2,4982.5,0
1,0,0,0,18,1,2,1,0,2,0,0,0,0,0,1,2,80.65,1451.9,1
1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,2,103.65,7634.8,0
0,0,1,0,4,1,0,0,2,2,0,0,0,0,0,0,3,54.7,235.05,0
1,0,0,0,59,1,2,0,0,0,2,0,0,0,2,0,1,54.15,3116.15,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,71.1,71.1,1
1,0,1,0,3,1,0,2,1,1,1,1,1,1,0,0,0,20.0,49.65,0
0,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,2,106.25,6979.8,1
1,0,1,0,49,1,0,1,0,0,2,2,2,2,1,1,1,99.25,4920.8,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.35,46.35,0
0,0,1,0,53,1,0,2,1,1,1,1,1,1,1,0,0,20.8,1021.8,1
0,0,1,0,55,1,0,1,2,0,0,0,2,2,1,1,2,94.75,5276.1,0
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.05,8289.2,0
0,1,0,0,36,1,2,1,0,0,0,0,0,0,0,1,0,74.9,2659.45,0
0,0,1,1,10,1,0,2,1,1,1,1,1,1,0,1,0,19.8,196.75,0
1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,94.0,94.0,1
0,0,1,1,72,1,2,0,2,2,2,2,0,2,2,0,0,80.85,5824.75,0
0,0,0,0,28,1,0,0,0,2,0,2,0,0,0,0,0,54.65,1517.5,0
1,0,1,0,38,1,2,1,2,0,0,0,2,0,0,0,0,91.7,3479.05,0
0,0,0,0,61,1,2,1,2,2,2,2,2,2,1,1,2,118.6,7365.7,0
1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,24.55,1331.05,0
1,0,0,0,67,1,0,2,1,1,1,1,1,1,1,1,3,19.45,1195.95,0
0,0,0,1,34,1,2,1,2,2,2,2,2,2,2,1,1,116.15,3946.9,0
0,0,0,0,54,1,0,0,2,0,2,2,2,2,2,0,2,80.6,4299.95,0
0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.3,20.3,0
0,1,0,0,15,1,2,1,0,2,0,0,0,2,0,0,2,89.85,1424.95,1
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,3,46.0,193.6,1
0,0,0,0,9,1,0,0,0,2,0,2,2,0,0,0,3,66.25,620.55,1
0,0,0,1,46,1,0,1,0,2,2,0,2,2,0,1,2,99.8,4391.25,0
0,0,0,0,22,1,2,1,0,0,0,2,2,0,0,1,2,90.0,1993.8,1
1,0,0,0,38,1,0,1,0,0,0,0,0,0,1,1,0,70.45,2597.6,1
0,0,1,1,55,1,2,0,2,2,0,2,2,0,1,1,1,75.0,4213.9,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,19.9,0
1,1,1,0,64,1,0,1,2,0,2,0,0,0,1,0,1,80.3,5017.7,0
0,0,1,0,58,1,2,0,2,0,2,2,2,2,2,1,2,84.3,4916.4,0
1,0,1,0,56,0,1,0,0,0,2,2,2,2,1,1,0,54.05,2959.8,0
1,0,1,1,72,1,0,1,2,0,2,2,2,2,2,1,1,104.9,7559.55,0
1,0,0,0,1,1,0,0,2,0,0,2,0,0,0,1,2,53.95,53.95,1
1,1,1,0,72,1,2,1,0,2,0,0,2,2,1,1,1,97.25,7133.1,0
1,0,0,0,22,1,2,1,0,0,0,0,0,2,0,0,2,83.05,1799.3,0
0,1,0,0,8,1,2,1,0,2,2,0,2,2,0,1,2,105.5,829.55,1
0,0,0,1,16,1,0,1,0,0,0,0,2,0,0,1,2,81.0,1312.15,1
0,0,0,0,39,0,1,0,0,2,2,2,0,0,0,0,0,41.1,1597.05,0
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.0,524.35,0
1,0,1,0,54,1,0,0,2,2,0,0,2,2,2,1,0,74.55,4191.45,0
0,0,0,0,18,0,1,0,2,2,0,2,0,0,1,1,3,40.2,711.95,0
1,0,1,0,32,1,0,0,2,2,0,2,0,2,1,0,3,70.5,2201.75,0
0,0,0,0,41,1,0,2,1,1,1,1,1,1,1,1,3,19.75,806.95,0
1,0,1,1,67,1,2,2,1,1,1,1,1,1,2,0,0,24.65,1620.45,0
1,0,1,0,65,1,2,1,2,0,2,0,2,2,0,1,2,104.25,6812.95,0
0,0,0,0,25,1,2,0,2,2,2,2,2,0,0,1,0,78.35,1837.9,0
0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.8,69.8,1
0,0,1,0,67,1,2,1,0,2,2,2,2,2,1,1,1,109.7,7344.45,0
1,1,0,0,7,1,2,1,0,0,0,0,0,0,0,0,3,73.75,545.15,1
0,1,0,0,43,0,1,0,2,2,0,0,0,0,0,1,1,33.45,1500.25,0
0,0,0,0,24,1,0,1,2,0,0,0,2,2,0,1,2,94.6,2283.15,0
1,1,0,0,9,1,2,0,2,0,0,0,0,0,0,0,2,54.55,494.05,1
1,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.2,1376.5,0
0,0,0,1,37,1,0,2,1,1,1,1,1,1,1,0,0,20.3,755.4,0
1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,69.15,488.65,0
0,1,0,0,37,1,2,1,0,0,0,0,0,0,0,1,2,76.25,2841.55,1
0,0,0,0,5,1,2,1,0,0,0,0,2,2,0,1,3,93.9,486.85,1
1,0,0,0,41,0,1,0,0,0,2,0,2,2,1,1,2,51.35,2075.1,0
0,0,0,0,54,1,0,1,2,2,0,0,2,2,1,1,1,100.05,5299.65,0
0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.4,204.7,1
1,1,0,0,69,1,0,2,1,1,1,1,1,1,2,0,1,20.3,1356.3,0
0,0,0,0,53,1,0,1,0,2,2,2,0,2,1,1,1,94.45,5042.75,0
1,0,1,1,18,0,1,0,0,2,2,0,2,0,1,0,1,46.4,812.4,0
1,0,1,0,64,1,0,1,2,2,0,2,2,2,2,1,1,104.05,6605.55,0
0,0,1,1,31,1,2,1,0,2,0,0,0,2,0,1,2,91.15,2995.45,1
0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,1,24.9,505.95,0
1,0,1,1,57,1,0,0,2,2,0,2,0,0,1,0,3,59.6,3509.4,0
1,1,1,0,63,1,2,1,2,2,2,0,2,2,2,0,1,108.5,6991.9,0
1,0,1,1,13,0,1,0,2,2,0,2,0,0,2,0,3,40.55,590.35,0
0,1,1,0,48,1,0,0,0,2,0,0,0,2,1,1,0,58.95,2789.7,0
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.95,137.95,1
1,0,1,1,57,1,0,2,1,1,1,1,1,1,2,0,3,20.75,1123.15,0
1,0,1,0,71,1,2,1,0,2,2,2,2,2,1,1,0,113.15,7953.25,0
0,0,1,1,7,1,2,0,0,0,0,0,0,0,0,0,2,48.8,349.8,0
0,0,0,0,16,1,2,0,0,0,0,0,0,2,0,1,0,63.05,1067.05,0
0,0,1,0,37,1,2,1,0,0,2,0,2,2,0,1,2,99.5,3762.0,1
1,0,0,0,16,1,2,1,0,2,0,0,0,0,0,1,3,80.55,1248.9,0
1,0,0,1,48,1,2,0,2,2,2,0,0,0,1,1,0,64.4,3035.35,0
1,0,1,1,58,1,0,0,0,2,0,2,2,2,1,1,1,75.2,4300.8,0
0,0,1,0,72,1,2,0,2,0,2,2,2,2,2,1,0,84.9,6065.3,0
0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,19.3,144.95,0
0,0,0,0,38,1,0,1,2,2,2,0,0,0,0,1,1,83.9,3233.6,1
0,1,1,0,48,1,2,1,2,2,2,2,2,2,0,0,2,117.45,5438.9,1
1,0,0,0,10,1,0,1,2,2,2,0,2,2,0,1,2,104.4,1081.45,1
0,0,0,0,30,1,0,0,2,2,2,2,2,0,1,0,1,74.65,2308.6,0
1,0,1,0,31,1,2,0,0,0,0,0,2,0,0,1,1,59.05,1882.8,0
0,1,0,0,46,1,2,0,0,0,2,2,0,2,1,1,1,69.1,3255.35,0
1,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,3,20.55,1067.65,0
1,0,1,0,28,1,0,1,0,0,0,2,0,0,0,0,0,76.55,2065.4,0
0,0,0,0,66,0,1,0,2,2,2,2,2,2,2,1,0,62.5,4136.4,0
1,1,0,0,8,0,1,0,0,0,2,0,0,0,0,1,2,29.4,221.9,1
0,0,1,1,41,1,0,1,0,0,2,0,2,2,0,1,0,94.9,3848.0,0
1,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,111.65,8022.85,0
0,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,19.9,173.15,0
0,0,1,1,38,1,0,2,1,1,1,1,1,1,0,0,3,20.45,781.25,0
1,0,0,0,44,1,0,1,2,2,2,0,2,2,1,1,2,106.05,4510.8,0
1,0,1,1,47,1,2,1,2,2,2,2,2,2,1,1,0,113.45,5317.8,0
1,0,1,1,53,1,0,1,0,2,0,2,2,0,0,1,2,92.55,4779.45,0
1,0,1,0,4,1,2,0,0,0,2,0,2,0,0,0,2,65.6,250.1,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,44.65,74.9,1
1,1,1,0,57,1,2,0,0,2,2,0,2,0,1,1,1,71.1,4140.1,0
0,1,1,0,44,1,0,1,2,2,0,2,0,0,0,1,2,85.15,3670.5,0
1,0,0,0,24,1,0,0,0,0,2,0,0,0,0,1,3,49.7,1167.8,0
1,0,1,1,15,0,1,0,2,0,0,0,0,0,0,1,0,30.2,469.65,0
0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,25.25,58.9,1
0,0,0,1,4,1,2,1,0,2,2,0,0,0,0,0,0,84.05,333.55,1
1,1,1,0,37,1,2,1,0,0,0,0,2,0,0,1,2,85.7,3171.15,1
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,74.7,1
0,0,0,0,24,1,0,0,2,0,0,2,0,0,0,0,1,56.35,1381.2,0
0,0,0,0,5,1,2,1,0,2,0,0,2,0,0,1,2,90.8,455.5,1
0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,1,3,19.85,1158.85,0
0,0,1,1,72,1,2,1,2,2,0,0,2,0,2,1,0,95.9,6954.15,0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,3,23.85,1672.1,0
0,1,0,0,28,1,2,1,0,2,2,0,2,2,0,1,2,106.15,3152.5,1
1,0,1,0,51,1,0,0,2,2,2,2,2,2,2,1,1,83.85,4307.1,0
1,1,1,0,72,1,0,1,2,2,0,2,0,0,2,1,1,84.8,6141.65,0
1,1,0,0,36,1,2,1,2,0,0,0,2,0,0,1,2,90.85,3186.7,1
1,0,0,1,14,1,0,0,2,2,2,2,0,2,2,0,0,76.1,1054.8,0
0,0,1,1,72,1,2,0,2,2,0,2,2,0,2,0,3,74.55,5430.65,0
0,0,1,1,22,0,1,0,0,2,0,0,2,0,0,0,2,39.2,849.9,0
0,0,0,0,2,1,2,1,0,2,0,0,0,0,0,0,2,79.55,151.75,0
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,19.6,299.4,0
1,0,1,1,51,1,0,2,1,1,1,1,1,1,2,0,1,19.55,1086.75,0
1,0,1,0,70,0,1,0,2,0,2,2,0,0,2,1,1,39.15,2692.75,0
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,20.1,1389.6,0
0,0,1,1,39,1,2,1,0,0,0,2,2,2,0,1,1,99.95,3767.4,0
0,0,1,1,61,1,2,0,2,2,0,0,0,0,0,0,2,59.8,3641.5,0
0,0,0,0,52,1,0,0,2,0,0,0,0,0,0,1,0,49.75,2535.55,0
0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,35.75,35.75,1
1,0,1,0,64,1,2,1,2,0,2,2,2,2,1,1,3,108.5,6880.85,0
1,0,1,0,62,1,0,0,0,2,2,2,0,0,2,1,1,60.15,3753.2,0
1,0,1,0,30,1,0,2,1,1,1,1,1,1,2,0,3,19.05,637.55,0
0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,46.0,181.6,1
1,1,1,0,63,1,0,0,2,2,2,2,2,2,1,1,0,84.0,5329.55,0
1,0,1,0,15,1,2,1,0,0,2,2,2,2,0,1,2,103.45,1539.8,0
1,0,1,1,27,1,0,1,2,2,0,0,0,0,1,1,1,80.65,2209.75,0
0,0,0,1,4,0,1,0,2,2,2,0,2,2,0,1,3,57.2,223.75,0
0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,110.75,7751.7,0
1,1,1,0,45,1,2,2,1,1,1,1,1,1,1,0,1,24.7,1174.35,0
0,0,0,0,36,1,0,0,2,2,2,2,2,0,1,1,3,76.35,2606.35,0
1,0,1,1,17,1,0,1,2,0,2,0,2,0,0,1,2,89.4,1539.45,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,18.9,18.9,0
1,1,0,0,16,1,2,1,0,0,0,0,0,0,0,1,0,74.45,1261.35,0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.8,58.15,1
1,0,1,1,4,1,2,0,0,0,0,0,0,0,0,1,2,50.9,225.6,1
0,0,1,0,71,1,0,0,2,2,2,2,2,2,2,1,1,84.4,5969.3,0
1,0,1,1,10,1,2,2,1,1,1,1,1,1,0,1,3,24.4,253.9,0
1,0,1,1,20,1,0,2,1,1,1,1,1,1,2,0,3,20.05,400.0,0
1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,81.0,340.85,1
1,0,0,0,26,1,2,1,0,0,2,0,2,2,0,1,2,98.35,2515.3,1
0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,1,55.5,227.35,0
1,0,0,0,5,0,1,0,0,2,0,0,2,2,0,1,3,51.0,305.95,1
0,0,1,0,4,1,2,1,0,2,0,0,2,0,0,1,2,91.65,365.4,1
1,0,0,0,2,1,0,1,2,2,0,0,2,2,0,0,2,100.2,198.5,0
0,0,0,0,29,1,0,2,1,1,1,1,1,1,2,0,3,19.4,554.25,0
1,0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,90.85,90.85,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.4,69.4,1
0,1,0,0,8,1,0,1,0,0,2,0,2,2,0,1,1,94.45,742.95,1
1,0,0,0,13,1,0,2,1,1,1,1,1,1,0,1,2,20.4,251.65,0
0,0,1,0,59,1,2,1,2,2,0,0,2,0,0,1,2,94.75,5597.65,0
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,20.15,20.15,1
1,1,0,0,50,1,2,1,0,0,0,0,2,2,0,1,2,95.7,4816.7,1
0,0,1,1,17,1,0,0,2,2,0,0,2,2,0,0,3,74.55,1215.8,0
1,0,1,0,47,1,0,0,0,2,2,0,2,2,2,0,2,73.6,3522.65,0
0,0,0,0,26,1,2,1,0,0,0,0,0,0,0,1,0,74.95,1834.95,1
0,0,0,0,6,0,1,0,0,0,2,0,2,2,0,1,2,47.95,305.1,1
1,0,1,1,19,1,2,0,0,0,0,0,0,0,0,0,1,50.1,910.45,0
0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,1,2,63.6,155.65,1
0,1,1,1,68,0,1,0,0,2,2,0,2,2,2,1,2,53.0,3656.25,0
0,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,0,19.85,52.0,0
1,0,0,0,7,0,1,0,0,0,0,0,0,0,1,1,1,24.35,150.85,0
0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,1,3,19.55,389.25,0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1873.7,0
1,0,0,0,3,0,1,0,0,2,0,2,0,0,0,1,3,36.85,108.7,1
1,0,1,1,66,0,1,0,0,2,2,0,2,2,2,1,1,56.75,3708.4,0
1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,1,1,20.8,469.65,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.1,44.1,1
0,0,1,1,56,1,2,2,1,1,1,1,1,1,2,1,3,24.45,1385.85,0
0,1,1,0,22,1,2,2,1,1,1,1,1,1,1,0,0,25.6,548.8,0
1,0,0,0,14,0,1,0,0,0,2,0,2,2,0,1,2,50.75,712.75,1
0,1,1,0,61,1,2,1,0,2,2,0,2,2,1,1,1,104.4,6405.0,1
